names,score,budget_x,revenue,country_num,month_num,genre_num,crew_num
The Tigger Movie,65,20000000,96147688,1,4,1156,2204
The Night House,67,88600000,14590542,1,8,795,2398
Animal Instincts,46,74000000,898538380,2,10,54,2638
Women's Prison Massacre,44,114500000,198266608.4,2,1,217,1602
A Goofy Movie,70,18000000,35348597,1,6,1457,2639
Endangered Species,59,8570000,68152,1,8,29,2640
Tom and Jerry: The Movie,63,35,184404016.8,1,9,1156,2641
My Spy,69,18000000,7074124,1,1,1458,17
Don't Look Back,56,13000000,2651917,17,6,795,2642
In the Tall Grass,55,126800000,268769382.6,2,9,708,2643
Joy Ride,65,23000000,22204890,2,10,563,2178
Bullitt,72,5500000,42300873,1,9,56,2559
The Omen,56,25000000,119295584,2,6,12,2644
The Omen,56,2800000,48577431,2,6,12,2644
Batman vs. Robin,72,71800000,776750327.4,2,4,1459,2645
Significant Other,61,189400000,255795871.4,1,10,1460,317
Robin-B-Hood,70,136200000,435898845,10,9,1461,728
The Witcher: Nightmare of the Wolf,76,155000000,851049145.4,1,8,97,2231
Cube,68,250000,8969065,32,9,748,2646
Easter Sunday,60,17000000,13071438,2,8,45,2647
Moulin Rouge!,76,52500000,179213434,1,5,1462,1543
IrmÃ£o do Jorel - Especial Carnaval Bruttal,63,115000000,355548006.2,21,2,88,2648
Reminiscence,0,67972729,15449322,2,4,99,2649
Panic Room,67,48000000,196308367,1,4,37,1942
Hard Target 2,61,159000000,629555815.2,2,9,32,321
Death Note,70,40000000,0,1,7,1463,2650
Hot Tub Time Machine,60,36000000,65967750,1,4,1464,479
Brothers by Blood,58,117400000,281523719.2,2,1,323,2651
HÃ©roes de barrio,57,59400000,448288134.4,7,6,44,2652
Along Came a Spider,63,28000000,105159085,1,8,1465,1819
Justice League: War,75,3500000,5155325,2,1,410,232
"Love, Chunibyo & Other Delusions! Rikka Version",72,103600000,573527926,16,9,1466,2653
Vicky and Her Mystery,72,6500000,4181043,17,12,283,2654
Police Academy: Mission to Moscow,46,10000000,126247,1,6,184,2655
Batman: Bad Blood,72,3500000,149685291.2,1,2,1192,2645
JLA Adventures: Trapped in Time,67,178000000,437664915.2,2,1,1467,2656
The Bridges of Madison County,77,22000000,175516617,1,9,99,862
Neon Genesis Evangelion: Death and Rebirth,75,119600000,578876888.8,1,8,1468,117
Kung Fu Yoga,58,65000000,254212245,28,1,1469,728
Mirrors 2,56,124400000,741378178.6,2,10,1219,2657
Oppressive Torture,47,117200000,433823925.6,16,1,1470,2658
The Sandlot,75,7000000,34348444,2,4,755,2659
Aquaman: Heroines of Atlantis,65,38600000,542233172.2,2,3,27,1543
La Femme Nikita,71,8538703,5000000,1,4,32,2660
Excuse Me,0,100,1240261.6,2,4,1471,2661
You Get Me,56,120200000,335738990.2,1,6,1472,1721
Ghosts of War,63,117363.2,345289,2,7,1473,398
Marrowbone,72,8000000,12294931,7,10,1474,527
The Lake House,70,40000000,114830111,1,7,1475,7
Good Mom's Friend 3,10,201940000,38157314,9,10,99,1738
At the End of the Tunnel,71,59700000,406691548.2,8,4,485,2662
Cats & Dogs: The Revenge of Kitty Galore,52,85000000,113026383,1,9,1476,56
Spread,55,6699000,12035862,1,12,111,1009
My Cousin Sister,30,15541000,38139010,9,6,135,2663
Sharpay's Fabulous Adventure,61,121000000,631443810.4,2,4,1477,487
A Chinese Torture Chamber Story,55,86500000,595359401.2,10,5,1478,1240
Perry Mason: The Case of the Glass Coffin,74,84600000,632255438.8,2,5,109,2664
2gether: The Movie,79,82000000,451733161.2,25,4,99,2665
Rock on Fire,60,157000000,450337882.4,10,8,32,2666
Saludos Amigos,59,6873585.6,1135000,1,2,77,2667
The Grudge 3,54,5000000,38610009,2,5,1479,2668
Replicas,60,30000000,9037427,2,1,823,7
Replicas,60,4000000,0,2,1,823,7
The Royal Tenenbaums,75,28000000,71430876,1,3,44,2370
Bridesmaids,65,32500000,289632023,1,6,111,1007
The Monster at the End of This Story,30,15541000,38139010,2,10,73,2669
Oldboy,59,3000000,6219559,2,11,776,1224
A Bridge Too Far,72,26000000,50800000,1,7,95,2670
Metropolis,82,15000000,1405032,1,4,607,2671
Spider-Man,59,139000000,821706375,2,9,1480,2672
My Sister's Idol Trainee Friends,30,15541000,38139010,9,11,22,1868
Che dottoressa ragazzi!,55,70800000,591573175.2,17,8,45,2673
Ice Age: A Mammoth Christmas,64,67560000,225239214.8,1,11,1126,2674
Superman: Man of Tomorrow,72,113600000,415545322,1,9,34,2675
All Hail,64,115500000,365470598,8,3,44,761
Asteroid City,0,205000000,178359863,2,6,970,1922
Apollo 13,74,65000000,335802271,1,8,1481,52
Aftermath,57,10500000,840809,2,4,54,494
All Quiet on the Western Front,66,115700000,504360381.2,2,11,1482,1387
Dumb and Dumberer: When Harry Met Lloyd,42,30000000,28986358,2,6,45,2676
Robe of Gems,0,174600000,175269998.8,49,8,22,2677
ShikijÃ´ porno: Hageshiku ugoite,80,77100000,618477530,16,10,1483,2678
Emperor,61,8415640.6,14858240,1,6,95,2679
Piranha II: The Spawning,44,145786,2207949.8,2,11,12,2680
Office Space,74,10000000,12179708,1,4,45,2681
Before I Go to Sleep,65,22000000,19563579,1,10,143,1543
Police Story 3: Super Cop,68,900000,20483423,1,8,85,728
Exorcismo Documentado,73,83400000,834649029.8,27,9,12,2682
Doctor Dolittle,57,71500000,294156605,1,7,103,1182
Open Season 2,58,39120168.6,8700000,1,12,390,2683
Bordertown: The Mural Murders,66,3000000,244880940,18,10,323,2684
My Girl 2,59,22290000,28000000,2,2,270,1662
Exit Wounds,57,33000000,79958599,1,3,85,2607
Ray,75,40000000,124823094,1,1,462,428
Battle Royale,73,4500000,30600000,1,3,841,2650
Sand Castle,65,150400000,669721414.6,2,4,618,2078
Christmas ...Again?!,68,86140523.8,565067800.4,2,12,296,2685
Ninja Scroll,78,60000000,161031087.4,1,3,1484,2467
Fighting with My Family,69,11000000,39055536,1,2,45,629
The Innocents,70,3400000,214883443.8,1,5,42,2686
The Adventures of Robin Hood,75,2033000,3981000,1,9,1485,2687
Trouble,67,89013252,12127842,1,5,1486,2688
Tremors: Shrieker Island,62,58000000,335777845.2,2,10,577,1864
My Little Pony: Equestria Girls: Friendship Games,74,2974504.6,222840,1,10,716,736
I've Always Liked You,76,61000000,339269019.4,16,4,539,2689
Das Boot,81,12000000,84970337,1,10,95,2690
Boat Trip,53,15000000,14933713,2,10,45,962
The Great Dictator,83,2000000,11000000,1,2,1488,2691
Open Season 3,56,119000000,397948698.4,1,2,1489,2692
Young Mother 3,52,136400000,328929749.2,9,9,269,2693
Escape the Undertaker,51,101140000,617914371.2,2,10,1490,2694
Hostage,63,75000000,77636443,1,4,7,98
Sex and Zen III,63,105200000,502654387.4,2,11,1491,2695
Robin Hood: Men in Tights,66,20000000,35739755,1,1,45,756
Red Dog,73,9100000,20927794,1,8,1492,1956
Bad Genius,79,1839169,42350000,25,5,1493,2696
Single Bells,0,264940000,178359863,30,4,111,2697
Beneath the Planet of the Apes,62,3000000,17489009,2,5,1494,2698
Old Dogs,55,35000000,95104304,1,12,270,216
Vampire Hunter D: Bloodlust,75,7237504.6,151086,1,8,1495,2699
Bitter Moon,71,5000000,1862805,4,10,766,2700
Dragged Across Concrete,66,15000000,660132,1,8,715,204
Child 44,63,50000000,8004221,2,4,485,158
Eat Pray Love,62,60000000,206598789,1,10,99,1188
The Sum of All Fears,63,68000000,193500000,1,8,962,218
The House Bunny,57,25000000,71390601,1,9,168,440
Minnal Murali,72,2800000,123093767.4,36,12,24,2701
Mindhunters,65,27000000,16566235,4,6,548,2702
Kickboxer: Retaliation,54,13000000,4537,2,1,53,2703
Who Am I?,71,78000000,706371104.4,10,1,1180,728
Bad Moms,65,20000000,180485601,1,8,45,1424
Goal! II: Living the Dream,60,10000000,7864905,2,2,22,2302
Hotel Mumbai,76,17300000,21132855,1,3,920,1886
The Lost Boys,71,8500000,32393651,1,8,1419,2704
Mickey's Tale of Two Witches,71,111000000,602209262.4,2,10,142,1564
Questions for Memories,0,241940000,175269998.8,50,4,27,2705
Unravel: A Swiss Side Love Story,0,181600000,175269998.8,30,4,269,2706
The Tender Bar,66,47220616.4,319773152.6,1,1,22,567
WarGames,71,12000000,74433837,1,8,1496,270
The Way of the Dragon,74,130000,27000000,10,6,217,2169
Menace II Society,75,3500000,27731527,1,9,49,2707
A Cinderella Story: Christmas Wish,64,153940000,292155143.2,2,10,1497,2275
Three Steps Over Heaven,57,3040046,2062203.6,12,3,99,2708
Lake Placid 3,52,2500000,3272708.4,2,8,1498,2709
The Man from U.N.C.L.E.,71,75000000,108145109,1,8,779,693
The Nut Job,58,30000000,122529966,1,1,206,1367
Police Academy 5: Assignment Miami Beach,52,4300000,19510371,1,3,184,2710
A Walk in the Clouds,72,20000000,50008143,1,10,99,7
Giving Hope: The Ni'cola Mitchell Story,0,199600000,175269998.8,2,4,1499,2711
Stutz,76,62400000,804760468.6,1,11,27,620
The Hyena,37,58670000,385960548.2,12,9,152,2712
The Shallows,64,13000000,118763442,1,8,708,939
From Up on Poppy Hill,75,22000000,61037844,1,12,432,2713
The Color Purple,78,15000000,94029472,1,6,22,985
The Death of Superman,75,136000000,629637516,1,8,1500,2226
August Rush,74,25000000,64605762,1,2,1501,965
Heavy Metal,65,9300000,19571091,2,8,1502,2714
Sulle nuvole,57,118008009.2,452180857.4,12,4,99,2715
In the Name of Ben-Hur,41,118800000,461171408.4,2,8,5,2716
3 Days to Kill,61,28000000,38959900,1,3,292,1353
mid90s,75,258158,6897446,1,4,121,2717
The Guest,66,5000000,2700051,1,8,1503,2399
Kung Fu Panda: Secrets of the Scroll,69,116400000,187299322,2,12,39,453
Sister Act 2: Back in the Habit,64,38000000,57319029,1,3,1274,1707
Little Lies,76,84800000,543128898.6,8,9,1504,2718
Mia and the White Lion,73,9600000,35487190,1,11,283,2719
Cosmoball,64,15000000,211802400.4,13,8,286,2720
Scooby-Doo! and the Monster of Mexico,74,114600000,316508149.8,1,1,799,357
Burnt,65,20000000,36766293,1,10,22,356
Abigail,62,7000000,1940234,2,12,156,2721
Angry Annie,82,3500000,84636502.8,17,11,44,2722
Heidi,71,8800000,210324218.2,1,8,942,2723
Stay Out of the Attic,57,103600000,134150172.6,2,10,12,2724
Eraser,60,100000000,234400000,1,9,176,494
Tron,67,17000000,26919100,1,12,43,882
The Blessing Bracelet,0,213940000,178359863,2,4,1505,2725
The Ten Commandments,52,13500000,85433929,2,10,1506,2726
The Ten Commandments,52,10000000,1051907,2,10,1506,2726
Hall Pass,57,68000000,87173475,1,3,111,165
"ariana grande: excuse me, i love you",82,106800000,704045288.8,2,12,383,2727
Forgetting Sarah Marshall,65,30000000,105475310,1,4,404,2728
The Wolf and the Lion,75,11900000,15300000,17,10,254,2729
Discarnate,54,88000000,442745632.6,2,3,11,2730
Surrogates,61,80000000,119668350,1,9,293,98
High Tension,68,2850000,6435262,17,6,90,2731
North by Northwest,80,4000000,13275000,1,11,202,2732
Orca,62,17500000,14717854,2,7,859,1184
The Ice Road,70,41696872,7502846,1,8,32,233
Halloween H20: 20 Years Later,60,17000000,75000000,1,10,11,408
"Monster High: Frights, Camera, Action!",73,100940000,547499183.2,2,3,475,2637
Erax,48,104000000,524253075.6,2,2,1507,2733
The Best of Me,75,26000000,41059418,1,10,99,232
I Am the Abyss,58,97140000,181655466.4,12,10,18,2734
Wedding Crashers,65,40000000,283218368,1,8,111,165
Detective Conan: Magician of the Silver Sky,69,94400000,499328883.8,16,4,1508,1154
Master and Commander: The Far Side of the World,71,135000000,212912137,1,12,1509,15
Inferno,61,75000000,219519367,2,9,1510,1029
Savage Grace,57,4600000,968805,1,7,22,642
Transformers,68,151000000,708272592,1,6,154,1740
Flower and Snake 2: Sketch of Hell,50,165600000,372589869,16,8,35,1976
Unfriended,55,1000000,64364198,1,4,90,2735
Casino Royale,53,102000000,594420216,1,4,1425,2022
Casino Royale,53,12000000,41744718,1,4,1425,2022
The Searchers,78,3750000,6216423.4,2,5,343,2470
To Seduce an Enemy,49,173800000,875944666.4,10,1,1511,2736
The Glass Castle,72,9000000,22088533,1,9,22,739
The Science of Interstellar,68,81500000,563588855,2,11,27,132
Cross the Line,69,80600000,557343249.4,7,10,161,829
Showgirls,55,40000000,37750754,1,10,22,2737
Fate/stay night: Heaven's Feel II. Lost Butterfly,69,55020000,19790000,16,1,1512,1991
Reminiscence,67,67972729,15449322,1,8,1363,309
Baby's Day Out,63,50000000,16671505,1,12,1513,2738
The Iceman,65,10000000,3623609,1,6,393,2739
The Fast and the Furious: Tokyo Drift,64,85000000,157794205,1,6,56,2740
Don't Look Now... We're Being Shot At!,79,28160000,725025622.4,17,12,1488,2741
Talladega Nights: The Ballad of Ricky Bobby,63,73000000,162870525,1,9,45,858
Plum Blossom,59,162100000,437846475.2,9,10,135,2742
Takers,62,32000000,70587268,1,12,56,2743
"The Tunnel to Summer, the Exit of Goodbyes",61,140000000,670760463.4,16,9,1514,2744
Abraham Lincoln vs. Zombies,40,150000,1240261.6,2,5,337,2745
Bring It On: Worldwide #Cheersmack,61,72400000,471064868.8,2,8,111,2746
Unfriended: Dark Web,63,1000000,16434588,1,8,90,2747
Dragon: The Bruce Lee Story,69,14000000,63513743,1,6,1515,2748
Doraemon: Nobita's Dorabian Nights,74,131600000,397057826.8,16,3,289,2749
Fried Green Tomatoes,77,11000000,81204830,1,3,121,2750
On the Edge,59,85600000,231390603.2,17,6,54,2751
Idol Sex: LA Korean Women,10,198540000,38157314,9,6,135,1738
Fantastic Planet,77,106000000,1032469156,17,12,947,2752
Sextuplets,63,110000000,271669045.6,2,8,45,667
A Bad Moms Christmas,63,28000000,127710550,1,11,45,1424
Universal Soldier: Day of Reckoning,55,11500000,1402307,2,11,194,1029
Fear and Loathing in Las Vegas,72,18500000,13711903,1,7,1516,224
Miracle: Letters to the President,73,7048000,5619316,9,9,22,2753
Torn Hearts,60,131000000,577005603,2,5,1517,2754
The Muppets,67,45000000,160971922,1,2,471,2728
Rendel,54,1686858,1891907,18,9,792,2755
Old School,66,24000000,86737464,1,5,45,1624
El test,62,161400000,287419513.4,7,9,45,2756
The Cursed: Dead Manâ€™s Prey,76,114400000,552961814.8,9,7,425,2757
Volcano,59,90000000,120100000,2,4,338,966
Obsessed,69,20000000,73964713,9,5,22,2758
Day of the Dead: Bloodline,46,8000000,2279595,2,1,577,2759
Ip Man 4: The Finale,72,52000000,176345966,1,12,72,1826
Queen of the Damned,61,35000000,30307804,1,4,1518,2760
Inside,50,67800000,677521305.6,2,1,11,1614
Megamind: The Button of Doom,67,158000000,392188196,2,2,500,858
Fallen,68,46000000,25232289,1,3,1519,526
The Boy Next Door,48,4000000,53401938,1,6,18,38
American Gigolo,61,5000000,52700000,2,2,1074,976
Doraemon: Nobita and the Kingdom of Clouds,72,71600000,797314974.6,16,3,229,2207
Lost in Translation,74,4000000,117085297,1,12,278,637
The Break-Up,58,52000000,205727307,1,6,168,782
Paprika,78,38061149.2,946590,16,10,1520,2761
Kuroko's Basketball - Movie: Winter Cup - Shadow and Light,67,159400000,335498978.2,16,9,142,545
House of 1000 Corpses,62,7000000,17949758,1,7,712,2762
Made in Abyss: Dawn of the Deep Soul,80,20311197,4971635,1,10,1521,2763
Perfect Stranger,58,60795000,73090611,2,4,1183,160
Death Note Relight 2: L's Successors,73,102200000,1165655470,1,12,1522,540
Assassination,74,2630000,96119773,1,8,292,1217
Little Nicky,59,80000000,58270391,1,12,297,13
Street Kings,66,20000000,65457811,1,4,56,7
Harry Potter: A History Of Magic,73,53600000,682429959.6,2,10,27,2764
Fast & Furious,67,85000000,359347833,1,4,56,104
La conjura de El Escorial,44,132800000,545186295.4,2,9,1523,1441
Explorer: The Deepest Cave,47,137200000,937727043.8,2,5,1217,2765
Smokey and the Bandit,69,4300000,126737428,1,7,122,2088
The War with Grandpa,65,38000000,46819069,1,12,270,57
Die neuen Abenteuer des SanitÃ¤tsgefreiten Neumann,75,90200000,668589731.2,15,1,45,2766
Problem Child 2,58,15000000,32704700,2,7,45,2767
Chef,71,11000000,45967935,1,5,45,2768
47 Meters Down,58,5300000,62633705,1,10,656,209
Bermuda Tentacles,41,97800000,554939984.4,2,4,128,2769
Godzilla: Planet of the Monsters,63,146200000,367718408.4,16,11,697,540
Masquerade,70,14000000,306869795.2,1,3,1524,2492
Mutual Relations,54,98100000,376152925.6,9,11,111,1776
Babel,72,20000000,132121212,1,12,22,129
Puppylove,60,73000000,544378189.4,2,10,135,2770
Intruders,54,1587000,8019,32,9,1412,1302
The Unfamiliar,59,95800000,277746658.6,2,8,42,2771
Drunken Master,74,88240000,335240483,2,10,603,728
Flashdance,65,7000000,201463574,1,8,99,2772
Natural Born Killers,71,34000000,50283563,1,9,75,53
Project Power,65,85100000,0,1,8,165,428
StarDog and TurboCat,72,2100000,585443,1,12,88,313
In the Shadow of the Moon,61,2000000,2175587,1,9,63,795
Closer,68,35000000,116148537,1,1,99,1188
King Kong,76,207000000,550517357,2,3,1525,2773
King Kong,76,23000000,90614445,2,3,1525,2773
King Kong,76,672000,10001781,2,3,1525,2773
Halloween II,54,2500000,25533818,2,8,12,2315
The Wall,63,3000000,4495262,1,8,1526,910
Traffic,71,48000000,208300000,1,1,136,1625
Swapping: Perfect Neighbor,47,135200000,947468745.8,9,11,269,884
The Healer,72,96000000,639794953.4,32,9,1527,2774
Memoirs of a Geisha,77,85000000,161510853,1,1,559,2775
Uptown Girls,66,20000000,44617342,2,8,1246,2776
Candyman,66,6000000,25792310,1,2,96,2016
Thumbelina,65,28000000,11373501,2,3,1528,276
Mercenaries,53,110800000,514469805.4,2,8,5,2777
Heartbreak Ridge,68,15000000,42724017,1,12,1529,862
The Awakener,63,3500000,2000000,21,11,661,2778
The Last Flight of Noah's Ark,56,20502000,11000000,2,6,942,2779
Out for Justice,61,14000000,39673161,1,8,217,2607
Hitch Hike,68,116200000,572201947,12,4,37,2780
PokÃ©mon the Movie: Black - Victini and Reshiram,66,102000000,677502761.6,1,3,1530,571
Polar Bear,74,79500000,708023892.4,2,4,27,2781
Cranston Academy: Monster Zone,61,12400000,641308,1,6,1531,1440
The Perfect Storm,64,120000000,328711434,1,6,1139,1081
Jin-Roh: The Wolf Brigade,74,90940000,436562886.4,16,6,1532,2782
Isn't It Romantic,62,92400000,398140613,1,3,219,1502
Casualties of War,72,22500000,18671317,1,1,95,699
In the Name of the King: A Dungeon Siege Tale,47,60000000,13233220,1,6,1533,106
Sahara,59,145000000,121645390,1,4,1534,132
Bleach the Movie: The DiamondDust Rebellion,67,107000000,555345100.4,16,12,1116,1089
DC Spotlight: SHAZAM!,0,241940000,175269998.8,2,8,27,2783
Insensate,68,148600000,575247768.2,21,8,1479,2784
Polycarp,71,89600000,547506975,2,6,435,2785
Starship Troopers 3: Marauder,47,9000000,63503309.4,1,9,154,1706
Daughters of Eve,54,143000000,268943590.2,30,2,1535,2786
The Grudge 2,55,20000000,70743839,2,10,11,2787
Boys on the Rooftop,44,132800000,545186295.4,3,3,1536,2788
Amadeus,80,18000000,51973029,1,11,1537,2789
The Snitch Cartel,70,98600000,674711852.2,14,11,49,2101
Naked Poison,52,121600000,346296946.4,10,9,11,2790
When Harry Met Sally...,74,16000000,92823546,1,10,404,472
The Big Boss,72,100000,117017287.6,10,10,5,2169
Batman: Gotham by Gaslight,67,1000000,3469151,1,1,1538,1203
How Much Do You Love Me?,57,107800000,760198381.4,17,10,168,727
Boogie Nights,76,15000000,43111725,1,2,22,393
Project A,72,120600000,505740474.2,10,12,185,728
The Hunt,81,18200000,12400979,1,5,22,1634
BantÃº Mama,53,119600000,362461687.2,2,11,22,2791
Hubie Halloween,60,14000000,159353270.4,1,10,1539,13
Charlotte's Web,62,85000000,144000000,1,12,103,173
Inside Llewyn Davis,72,11000000,32943247,1,1,462,397
Nine 1/2 Weeks,61,18000000,6734844,1,6,135,1452
A Frozen Flower,69,10000000,18980744,9,12,22,2792
The Third Man,80,28634530.2,1226098,1,3,143,2793
Erotic Nightmare,54,130800000,249577615.2,10,5,12,1455
Troll Hunter,67,3500000,4159678,6,10,972,2794
Balto II: Wolf Quest,63,112800000,520553499.6,2,2,431,2795
The Land Before Time: The Great Valley Adventure,63,131400000,262387752,2,12,413,2796
Wheels on Meals,69,107800000,578253582,10,8,1540,728
Trick 'r Treat,70,12000000,164744751.6,2,10,617,892
Dracula 2000,52,28000000,33000377,2,12,1541,22
Into the Blue 2: The Reef,53,88800000,303573685.2,1,2,21,2797
The Disappearance of Haruhi Suzumiya,77,123000000,709727102.6,16,2,1542,2798
Gia,71,122200000,503388911.8,2,1,135,520
Better Days,83,9919000,225879065,28,10,22,2799
Problem Child,60,10000000,72000000,2,7,45,2767
Chained - The Seduction of Two Women,60,140200000,132578310.8,9,4,99,2455
Believe Me: The Abduction of Lisa McVey,81,67980000,1046659332,2,9,399,1629
Tenacious D in The Pick of Destiny,67,22000000,13405595,1,2,471,453
V/H/S,61,9500000,100345,2,10,42,2800
Pompeii,55,80000000,108469033,1,2,1543,2801
The Green Knight,66,15000000,20022491,1,7,1544,1886
Haunting of the Mary Celeste,54,130800000,249577615.2,2,10,12,2802
How to Build a Better Boy,64,89000000,319022322.6,2,8,1545,2803
Outbreak,65,50000000,190023573,1,4,1094,1986
Chronicles of the Ghostly Tribe,59,19600000,99849421,28,9,327,2804
Buzz Lightyear of Star Command: The Adventure Begins,64,135800000,334269573,2,8,1344,1997
Cop Land,68,15000000,63706632,1,1,339,554
Entrapment,62,66000000,211700000,1,7,1546,2083
Yesterday,67,26000000,88092097,1,6,1547,2805
Blue Velvet,76,6000000,8618766,1,2,1292,1815
My Lovely Angel,73,71400000,751654707.4,9,5,22,2806
Ben 10 Alien Swarm,62,40000000,146438118,2,11,1548,2807
Yojimbo,81,80660000,358911689.6,1,1,54,2037
Stalker,82,120000,80164422.8,46,5,320,2808
Transformers: Dark of the Moon,62,195000000,1123794079,1,6,239,1740
Koichiro Uno's Caressing the Peach,0,167540000,175269998.8,16,4,1549,390
The Death of the Incredible Hulk,50,139200000,398272687.8,2,2,1550,2809
Zombie Strippers!,48,109000000,863034975.4,2,4,455,1355
Love in the Maldives,60,97600000,800516044.4,2,4,780,1462
Advanced Prostitute,0,174600000,175269998.8,9,1,22,2810
The Illusionist,73,16500000,83792062,1,3,1551,577
Barbie & Her Sisters in a Puppy Chase,69,108000000,533517647.6,2,10,73,1610
I Care a Lot,66,97000000,616021731,1,2,1552,2811
Till Death,68,51489867,495268,1,8,11,475
Railway Heroes,70,100600000,582164601.2,28,11,55,2040
The Machinist,75,5000000,8655397,1,6,35,186
The Man in the Iron Mask,66,35000000,56968169,1,4,1313,189
Operation Mincemeat,65,6300000,15607881,1,5,80,2812
Everly,55,5440000,358156,1,4,29,2813
BLACKPINK: Light Up the Sky,83,107800000,575059686,2,10,424,2814
Cici,60,73800000,346352260.6,24,10,22,2815
The Second Wife,53,119050080,513557670.6,12,11,111,2816
The Island,67,120000000,163018913,1,7,551,484
The Island,67,22000000,15716828,1,7,551,484
L.O.R.D: Legend of Ravaging Dynasties,71,102800000,378633011.2,1,9,1553,2817
Barbie: A Perfect Christmas,67,112800000,356126924.8,1,11,106,718
Anger Management,61,56000000,195484552,2,4,45,13
Peter Pan & Wendy,0,213000000,175269998.8,2,4,139,2818
Mortdecai,55,60000000,30396134,1,1,547,224
Kizumonogatari Part 2: Nekketsu,81,60380000,1225860043,16,8,1122,1999
Tales from Earthsea,66,22000000,68625104,1,7,377,2819
Pete's Dragon,64,65000000,143695338,1,9,101,2820
Prey,47,65000000,0,2,9,18,2821
Sex and the Central,25,9541040,38139010,10,2,278,2822
Beautiful Minds,74,6839792,3358402,17,1,44,2823
L.A. Confidential,78,35000000,126204977,1,10,98,15
Changeling,76,55000000,113805580,1,11,1074,520
Urusei Yatsura: Only You,64,82400000,421156804.4,16,2,1554,847
Triple 9,59,20000000,25943792,1,3,1555,362
Masters of the Universe,57,22000000,17336370,1,9,1556,1960
Cheaper by the Dozen 2,61,60000000,135015330,1,12,525,2424
The Lives of Others,80,2000000,70000000,1,1,54,2824
Boyhood,75,4000000,57273049,1,9,22,2825
Satan's Slaves 2: Communion,74,85200000,425925076.6,2,11,41,2826
Loving Pablo,63,4667008,17535962,7,3,299,2827
PokÃ©mon the Movie: Genesect and the Legend Awakened,66,71200000,32300000,16,7,361,571
Stitch! The Movie,65,128200000,875410458.2,2,8,1557,553
Blair Witch,52,10000000,38985577,1,9,42,2828
Slumdog Millionaire,77,14000000,383825427,1,12,99,1886
Deep Blue Sea 2,52,156000000,199768995.2,2,4,503,2829
Waiting for Bojangles,75,90200000,693402193.4,1,3,531,813
Friend's Young Mom,30,15541000,38139010,9,10,269,234
The Forest,52,10000000,40749230,2,1,90,1500
Spartacus,69,12000000,60000000,2,4,53,2830
Scooby-Doo! Return to Zombie Island,70,92500000,607457769,1,8,1558,357
BanG Dream! FILM LIVE 2nd Stage,68,22360900,283558,16,8,1559,2831
Ghost Lab,65,79180000,534341766.4,25,5,1369,2832
"sex, lies, and videotape",69,1200000,24741667,1,11,22,2833
The Last Castle,71,60000000,20541668,1,11,292,1183
The Specialist,59,45000000,170362581,1,2,32,554
Sunset Boulevard,84,1752000,5000000,1,9,22,2834
Crimson Peak,66,55000000,74966854,1,10,778,291
The Mad Women's Ball,71,128200000,538366666,17,9,1108,2835
Daddy Day Care,59,60000000,164285587,1,6,270,1182
High Plains Drifter,74,5500000,15700000,1,6,1560,862
Hey Arnold! The Jungle Movie,77,123000000,945719756.4,2,11,1561,2836
Cinderella Man,75,88000000,105021488,1,9,619,15
Showdown in Little Tokyo,64,8000000,2275557,1,7,5,1960
SuperFly,68,16000000,20545116,2,6,217,2837
Labyrinth,73,25000000,12729917,1,12,101,2838
Marui Video,37,58670000,385960548.2,9,2,576,2839
The Old Guard,72,70000000,0,1,7,502,1621
A Thousand Words,61,40000000,20790486,1,3,121,1182
The Scorpion King 2: Rise of a Warrior,46,116500000,577617472.8,1,7,59,2840
I Feel Pretty,64,32000000,91444095,1,4,111,2346
The Awakening,64,4900000,6924321,1,3,90,2398
Mi Prima La SexÃ³loga,71,15000,115035658.8,3,7,45,2841
All About Lily Chou-Chou,73,117000000,381900993.4,16,10,49,2842
RoboCop 3,47,22000000,10696210,2,11,1397,2843
Harriet,74,17000000,44035587,1,2,16,2844
Case Closed: The Crimson Love Letter,65,52948531.4,63147576,16,4,1562,1154
The Hills Run Red,57,92400000,311918067.6,2,6,90,2845
Smallfoot,68,80000000,214244195,1,9,456,111
I Am a Hero,73,138000000,466087385.8,16,4,1563,2846
Cruel Intentions 2,49,167400000,997517367.8,2,3,22,2480
Sanctuary,0,102000000.2,175269998.8,2,5,54,2847
A Taxi Driver,81,12820005,81927980,9,8,72,194
Porky's,64,4000000,109492484,1,4,45,2848
"Jeremy Renner: The Diane Sawyer Interview - A Story of Terror, Survival and Triumph",0,141600000,175269998.8,2,4,1217,2849
PokÃ©mon: Mewtwo Returns,66,133000000,492378636.4,1,8,1564,571
Â¿Y cÃ³mo es Ã©l?,75,90200000,668589731.2,3,4,45,2850
The Chosen: Season 3  - Episodes 1 & 2,100,201000000,1569323844,2,11,16,2851
14 Peaks: Nothing Is Impossible,74,79500000,708023892.4,2,11,27,2852
Star Trek: The Captains' Summit,74,79500000,708023892.4,2,4,27,2853
Mune: Guardian of the Moon,73,17000000,15730665,17,10,272,2854
Sister's Younger Husband,56,115000000,823771524,9,10,52,1499
The Last Emperor,76,25000000,44005435,1,11,16,2855
Danger Close: The Battle of Long Tan,69,23934823,2078370,1,8,822,805
Book of Dragons,66,75500000,469463342,2,11,1565,352
Hotel Rwanda,77,17500000,36520451,1,2,95,1901
City of Ember,63,38000000,17831558,1,11,101,890
American Me,74,131000000,392456482.2,2,3,299,2856
